AsAhKsKh	AsAhKsKd	AsAhKsKc	AsAdKsKh
AhThTc8c	AhTdTc8h	AdThTd8h	AcThTc8h
AdThTd8c	AdThTc8d	AcThTd8c	AcThTc8d
AdTdTc8h	AcTdTc8h	AdTdTc8c	AcTdTc8d
AsTsTh7h	AsTsTd7d	AsTsTc7c	AhTsTh7s
AdTsTd7s	AcTsTc7s	AhThTd7d	AhThTc7c
AdThTd7h	AcThTc7h	AdTdTc7c	AcTdTc7d
AsTsTh6h	AsTsTd6d	AsTsTc6c	AhTsTh6s
AdTsTd6s	AcTsTc6s	AhThTd6d	AhThTc6c
AdThTd6h	AcThTc6h	AdTdTc6c	AcTdTc6d
AsTsTh5h	AsTsTd5d	AsTsTc5c	AhTsTh5s
AdTsTd5s	AcTsTc5s	AhThTd5d	AhThTc5c
AdThTd5h	AcThTc5h	AdTdTc5c	AcTdTc5d
AsTsTh4h	AsTsTd4d	AsTsTc4c	AhTsTh4s
AdTsTd4s	AcTsTc4s	AhThTd4d	AhThTc4c
AdThTd4h	AcThTc4h	AdTdTc4c	AcTdTc4d
AsTsTh3h	AsTsTd3d	AsTsTc3c	AhTsTh3s
AdTsTd3s	AcTsTc3s	AhThTd3d	AhThTc3c
AdThTd3h	AcThTc3h	AdTdTc3c	AcTdTc3d
AsTsTh2h	AsTsTd2d	AsTsTc2c	AhTsTh2s
AdTsTd2s	AcTsTc2s	AhThTd2d	AhThTc2c
AdThTd2h	AcThTc2h	AdTdTc2c	AcTdTc2d
AsTs9h9d	AsTs9h9c	AsTs9d9c	AsTh9s9h
AsTh9s9d	AsTh9s9c	AsTd9s9h	AsTc9s9h
AsTd9s9d	AsTd9s9c	AsTc9s9d	AsTc9s9c
AhTs9s9h	AdTs9s9d	AcTs9s9c	AhTs9h9d
AhTs9h9c	AdTs9h9d	AcTs9h9c	AdTs9d9c
AcTs9d9c	AhTh9s9d	AhTh9s9c	AhTd9s9h
AhTc9s9h	AdTh9s9d	AcTh9s9c	AdTd9s9h
AcTc9s9h	AdTd9s9c	AdTc9s9d	AcTd9s9c
AcTc9s9d	AhTh9d9c	AhTd9h9d	AhTd9h9c
AhTc9h9d	AhTc9h9c	AdTh9h9d	AcTh9h9c
AdTh9d9c	AcTh9d9c	AdTd9h9c	AdTc9h9d
AcTd9h9c	AcTc9h9d	AdTc9d9c	AcTd9d9c
AsTs9s8h	AsTs9s8d	AsTs9s8c	AsTs9h8h
AsTs9h8d	AsTs9h8c	AsTs9d8h	AsTs9c8h
AsTs9d8d	AsTs9d8c	AsTs9c8d	AsTs9c8c
AsTh9s8h	AsTh9s8d	AsTh9s8c	AsTd9s8h
AsTc9s8h	AsTd9s8d	AsTd9s8c	AsTc9s8d
AsTc9s8c	AsTh9h8s	AsTh9d8s	AsTh9c8s
AsTd9h8s	AsTc9h8s	AsTd9d8s	AsTd9c8s
AsTc9d8s	AsTc9c8s	AhTs9s8h	AdTs9s8d
AcTs9s8c	AhTs9h8s	AdTs9d8s	AcTs9c8s
AhTs9h8d	AhTs9h8c	AhTs9d8h	AhTs9c8h
AdTs9h8d	AcTs9h8c	AdTs9d8h	AcTs9c8h
AdTs9d8c	AdTs9c8d	AcTs9d8c	AcTs9c8d
AhTh9s8s	AdTd9s8s	AcTc9s8s	AhTh9s8d
AhTh9s8c	AhTd9s8h	AhTc9s8h	AdTh9s8d
AcTh9s8c	AdTd9s8h	AcTc9s8h	AdTd9s8c
AdTc9s8d	AcTd9s8c	AcTc9s8d	AhTh9h8s
AhTh9d8s	AhTh9c8s	AhTd9h8s	AhTc9h8s
AdTh9d8s	AcTh9c8s	AdTd9h8s	AcTc9h8s
AdTd9d8s	AdTd9c8s	AdTc9d8s	AcTd9c8s
AcTc9d8s	AcTc9c8s	AhTh9h8d	AhTh9h8c
AhTh9d8d	AhTh9d8c	AhTh9c8d	AhTh9c8c
AhTd9h8d	AhTd9h8c	AhTc9h8d	AhTc9h8c
AhTd9d8h	AhTd9c8h	AhTc9d8h	AhTc9c8h
AdTh9h8d	AcTh9h8c	AdTh9d8h	AcTh9c8h
AdTh9d8c	AdTh9c8d	AcTh9d8c	AcTh9c8d
AdTd9h8h	AcTc9h8h	AdTd9h8c	AdTc9h8d
AcTd9h8c	AcTc9h8d	AdTd9d8h	AdTd9c8h
AdTc9d8h	AcTd9c8h	AcTc9d8h	AcTc9c8h
AdTd9d8c	AdTd9c8c	AdTc9d8c	AdTc9c8d
AcTd9d8c	AcTd9c8d	AcTc9d8d	AcTc9c8d
AsTs9h7h	AsTs9h7d	AsTs9h7c	AsTs9d7h
AsTs9c7h	AsTs9d7d	AsTs9d7c	AsTs9c7d
AsTs9c7c	AsTh9s7h	AsTh9s7d	AsTh9s7c
AsTd9s7h	AsTc9s7h	AsTd9s7d	AsTd9s7c
AsTc9s7d	AsTc9s7c	AsTh9h7s	AsTh9d7s
AsTh9c7s	AsTd9h7s	AsTc9h7s	AsTd9d7s
AsTd9c7s	AsTc9d7s	AsTc9c7s	AhTs9s7h
AdTs9s7d	AcTs9s7c	AhTs9h7s	AdTs9d7s
AcTs9c7s	AhTs9h7d	AhTs9h7c	AhTs9d7h
AhTs9c7h	AdTs9h7d	AcTs9h7c	AdTs9d7h
AcTs9c7h	AdTs9d7c	AdTs9c7d	AcTs9d7c
AcTs9c7d	AhTh9s7s	AdTd9s7s	AcTc9s7s
AhTh9s7d	AhTh9s7c	AhTd9s7h	AhTc9s7h
AdTh9s7d	AcTh9s7c	AdTd9s7h	AcTc9s7h
AdTd9s7c	AdTc9s7d	AcTd9s7c	AcTc9s7d
AhTh9d7s	AhTh9c7s	AhTd9h7s	AhTc9h7s
AdTh9d7s	AcTh9c7s	AdTd9h7s	AcTc9h7s
AdTd9c7s	AdTc9d7s	AcTd9c7s	AcTc9d7s
AhTh9d7d	AhTh9d7c	AhTh9c7d	AhTh9c7c
AhTd9h7d	AhTd9h7c	AhTc9h7d	AhTc9h7c
AhTd9d7h	AhTd9c7h	AhTc9d7h	AhTc9c7h
AdTh9h7d	AcTh9h7c	AdTh9d7h	AcTh9c7h
AdTh9d7c	AdTh9c7d	AcTh9d7c	AcTh9c7d
AdTd9h7h	AcTc9h7h	AdTd9h7c	AdTc9h7d
AcTd9h7c	AcTc9h7d	AdTd9c7h	AdTc9d7h
AcTd9c7h	AcTc9d7h	AdTd9c7c	AdTc9d7c
AdTc9c7d	AcTd9d7c	AcTd9c7d	AcTc9d7d
AsTs9h6h	AsTs9d6d	AsTs9c6c	AsTh9s6h
AsTd9s6d	AsTc9s6c	AsTh9h6s	AsTd9d6s
AsTc9c6s	AhTs9s6h	AdTs9s6d	AcTs9s6c
AhTs9h6s	AdTs9d6s	AcTs9c6s	AhTh9s6s
AdTd9s6s	AcTc9s6s	AhTh9d6d	AhTh9c6c
AhTd9h6d	AhTc9h6c	AhTd9d6h	AhTc9c6h
AdTh9h6d	AcTh9h6c	AdTh9d6h	AcTh9c6h
AdTd9h6h	AcTc9h6h	AdTd9c6c	AdTc9d6c
AdTc9c6d	AcTd9d6c	AcTd9c6d	AcTc9d6d
AsTs9h5h	AsTs9d5d	AsTs9c5c	AsTh9s5h
AsTd9s5d	AsTc9s5c	AsTh9h5s	AsTd9d5s
AsTc9c5s	AhTs9s5h	AdTs9s5d	AcTs9s5c
AhTs9h5s	AdTs9d5s	AcTs9c5s	AhTh9s5s
AdTd9s5s	AcTc9s5s	AhTh9d5d	AhTh9c5c
AhTd9h5d	AhTc9h5c	AhTd9d5h	AhTc9c5h
AdTh9h5d	AcTh9h5c	AdTh9d5h	AcTh9c5h
AdTd9h5h	AcTc9h5h	AdTd9c5c	AdTc9d5c
AdTc9c5d	AcTd9d5c	AcTd9c5d	AcTc9d5d
AsTs9h4h	AsTs9d4d	AsTs9c4c	AsTh9s4h
AsTd9s4d	AsTc9s4c	AsTh9h4s	AsTd9d4s
AsTc9c4s	AhTs9s4h	AdTs9s4d	AcTs9s4c
AhTs9h4s	AdTs9d4s	AcTs9c4s	AhTh9s4s
AdTd9s4s	AcTc9s4s	AhTh9d4d	AhTh9c4c
AhTd9h4d	AhTc9h4c	AhTd9d4h	AhTc9c4h
AdTh9h4d	AcTh9h4c	AdTh9d4h	AcTh9c4h
AdTd9h4h	AcTc9h4h	AdTd9c4c	AdTc9d4c
AdTc9c4d	AcTd9d4c	AcTd9c4d	AcTc9d4d
AsTs9h3h	AsTs9d3d	AsTs9c3c	AsTh9s3h
AsTd9s3d	AsTc9s3c	AsTh9h3s	AsTd9d3s
AsTc9c3s	AhTs9s3h	AdTs9s3d	AcTs9s3c
AhTs9h3s	AdTs9d3s	AcTs9c3s	AhTh9s3s
AdTd9s3s	AcTc9s3s	AhTh9d3d	AhTh9c3c
AhTd9h3d	AhTc9h3c	AhTd9d3h	AhTc9c3h
AdTh9h3d	AcTh9h3c	AdTh9d3h	AcTh9c3h
AdTd9h3h	AcTc9h3h	AdTd9c3c	AdTc9d3c
AdTc9c3d	AcTd9d3c	AcTd9c3d	AcTc9d3d
AsTs9h2h	AsTs9d2d	AsTs9c2c	AsTh9s2h
AsTd9s2d	AsTc9s2c	AsTh9h2s	AsTd9d2s
AsTc9c2s	AhTs9s2h	AdTs9s2d	AcTs9s2c
AhTs9h2s	AdTs9d2s	AcTs9c2s	AhTh9s2s
AdTd9s2s	AcTc9s2s	AhTh9d2d	AhTh9c2c
AhTd9h2d	AhTc9h2c	AhTd9d2h	AhTc9c2h
AdTh9h2d	AcTh9h2c	AdTh9d2h	AcTh9c2h
AdTd9h2h	AcTc9h2h	AdTd9c2c	AdTc9d2c
AdTc9c2d	AcTd9d2c	AcTd9c2d	AcTc9d2d
AsTh8s8h	AsTd8s8d	AsTc8s8c	AhTs8s8h
AdTs8s8d	AcTs8s8c	AhTd8h8d	AhTc8h8c
AdTh8h8d	AcTh8h8c	AdTc8d8c	AcTd8d8c
AsTs8h7h	AsTs8h7d	AsTs8h7c	AsTs8d7h
AsTs8c7h	AsTs8d7d	AsTs8d7c	AsTs8c7d
AsTs8c7c	AsTh8s7h	AsTh8s7d	AsTh8s7c
AsTd8s7h	AsTc8s7h	AsTd8s7d	AsTd8s7c
AsTc8s7d	AsTc8s7c	AsTh8h7s	AsTh8d7s
AsTh8c7s	AsTd8h7s	AsTc8h7s	AsTd8d7s
AsTd8c7s	AsTc8d7s	AsTc8c7s	AhTs8s7h
AdTs8s7d	AcTs8s7c	AhTs8h7s	AdTs8d7s
AcTs8c7s	AhTs8h7d	AhTs8h7c	AhTs8d7h
AhTs8c7h	AdTs8h7d	AcTs8h7c	AdTs8d7h
AcTs8c7h	AdTs8d7c	AdTs8c7d	AcTs8d7c
AcTs8c7d	AhTh8s7s	AdTd8s7s	AcTc8s7s
AhTh8s7d	AhTh8s7c	AhTd8s7h	AhTc8s7h
AdTh8s7d	AcTh8s7c	AdTd8s7h	AcTc8s7h
AdTd8s7c	AdTc8s7d	AcTd8s7c	AcTc8s7d
AhTh8d7s	AhTh8c7s	AhTd8h7s	AhTc8h7s
AdTh8d7s	AcTh8c7s	AdTd8h7s	AcTc8h7s
AdTd8c7s	AdTc8d7s	AcTd8c7s	AcTc8d7s
AhTh8d7d	AhTh8d7c	AhTh8c7d	AhTh8c7c
AhTd8h7d	AhTd8h7c	AhTc8h7d	AhTc8h7c
AhTd8d7h	AhTd8c7h	AhTc8d7h	AhTc8c7h
AdTh8h7d	AcTh8h7c	AdTh8d7h	AcTh8c7h
AdTh8d7c	AdTh8c7d	AcTh8d7c	AcTh8c7d
AdTd8h7h	AcTc8h7h	AdTd8h7c	AdTc8h7d
AcTd8h7c	AcTc8h7d	AdTd8c7h	AdTc8d7h
AcTd8c7h	AcTc8d7h	AdTd8c7c	AdTc8d7c
AdTc8c7d	AcTd8d7c	AcTd8c7d	AcTc8d7d
AsTs8h6h	AsTs8d6d	AsTs8c6c	AsTh8s6h
AsTd8s6d	AsTc8s6c	AsTh8h6s	AsTd8d6s
AsTc8c6s	AhTs8s6h	AdTs8s6d	AcTs8s6c
AhTs8h6s	AdTs8d6s	AcTs8c6s	AhTh8s6s
AdTd8s6s	AcTc8s6s	AhTh8d6d	AhTh8c6c
AhTd8h6d	AhTc8h6c	AhTd8d6h	AhTc8c6h
AdTh8h6d	AcTh8h6c	AdTh8d6h	AcTh8c6h
AdTd8h6h	AcTc8h6h	AdTd8c6c	AdTc8d6c
AdTc8c6d	AcTd8d6c	AcTd8c6d	AcTc8d6d
AsTs8h5h	AsTs8d5d	AsTs8c5c	AsTh8s5h
AsTd8s5d	AsTc8s5c	AsTh8h5s	AsTd8d5s
AsTc8c5s	AhTs8s5h	AdTs8s5d	AcTs8s5c
AhTs8h5s	AdTs8d5s	AcTs8c5s	AhTh8s5s
AdTd8s5s	AcTc8s5s	AhTh8d5d	AhTh8c5c
AhTd8h5d	AhTc8h5c	AhTd8d5h	AhTc8c5h
AdTh8h5d	AcTh8h5c	AdTh8d5h	AcTh8c5h
AdTd8h5h	AcTc8h5h	AdTd8c5c	AdTc8d5c
AdTc8c5d	AcTd8d5c	AcTd8c5d	AcTc8d5d
AsTs8h4h	AsTs8d4d	AsTs8c4c	AsTh8s4h
AsTd8s4d	AsTc8s4c	AsTh8h4s	AsTd8d4s
AsTc8c4s	AhTs8s4h	AdTs8s4d	AcTs8s4c
AhTs8h4s	AdTs8d4s	AcTs8c4s	AhTh8s4s
AdTd8s4s	AcTc8s4s	AhTh8d4d	AhTh8c4c
AhTd8h4d	AhTc8h4c	AhTd8d4h	AhTc8c4h
AdTh8h4d	AcTh8h4c	AdTh8d4h	AcTh8c4h
AdTd8h4h	AcTc8h4h	AdTd8c4c	AdTc8d4c
AdTc8c4d	AcTd8d4c	AcTd8c4d	AcTc8d4d
AsTs8h3h	AsTs8d3d	AsTs8c3c	AsTh8s3h
AsTd8s3d	AsTc8s3c	AsTh8h3s	AsTd8d3s
AsTc8c3s	AhTs8s3h	AdTs8s3d	AcTs8s3c
AhTs8h3s	AdTs8d3s	AcTs8c3s	AhTh8s3s
AdTd8s3s	AcTc8s3s	AhTh8d3d	AhTh8c3c
AhTd8h3d	AhTc8h3c	AhTd8d3h	AhTc8c3h
AdTh8h3d	AcTh8h3c	AdTh8d3h	AcTh8c3h
AdTd8h3h	AcTc8h3h	AdTd8c3c	AdTc8d3c
AdTc8c3d	AcTd8d3c	AcTd8c3d	AcTc8d3d
AsTs8h2h	AsTs8d2d	AsTs8c2c	AsTh8s2h
AsTd8s2d	AsTc8s2c	AsTh8h2s	AsTd8d2s
AsTc8c2s	AhTs8s2h	AdTs8s2d	AcTs8s2c
AhTs8h2s	AdTs8d2s	AcTs8c2s	AhTh8s2s
AdTd8s2s	AcTc8s2s	AhTh8d2d	AhTh8c2c
AhTd8h2d	AhTc8h2c	AhTd8d2h	AhTc8c2h
AdTh8h2d	AcTh8h2c	AdTh8d2h	AcTh8c2h
AdTd8h2h	AcTc8h2h	AdTd8c2c	AdTc8d2c
AdTc8c2d	AcTd8d2c	AcTd8c2d	AcTc8d2d
AsTh7s7h	AsTd7s7d	AsTc7s7c	AhTs7s7h
AdTs7s7d	AcTs7s7c	AhTd7h7d	AhTc7h7c
AdTh7h7d	AcTh7h7c	AdTc7d7c	AcTd7d7c
AsTs7h6h	AsTs7d6d	AsTs7c6c	AsTh7s6h
AsTd7s6d	AsTc7s6c	AsTh7h6s	AsTd7d6s
AsTc7c6s	AhTs7s6h	AdTs7s6d	AcTs7s6c
AhTs7h6s	AdTs7d6s	AcTs7c6s	AhTh7s6s
AdTd7s6s	AcTc7s6s	AhTh7d6d	AhTh7c6c
AhTd7h6d	AhTc7h6c	AhTd7d6h	AhTc7c6h
AdTh7h6d	AcTh7h6c	AdTh7d6h	AcTh7c6h
AdTd7h6h	AcTc7h6h	AdTd7c6c	AdTc7d6c
AdTc7c6d	AcTd7d6c	AcTd7c6d	AcTc7d6d
AsTs7h5h	AsTs7d5d	AsTs7c5c	AsTh7s5h
AsTd7s5d	AsTc7s5c	AsTh7h5s	AsTd7d5s
AsTc7c5s	AhTs7s5h	AdTs7s5d	AcTs7s5c
AhTs7h5s	AdTs7d5s	AcTs7c5s	AhTh7s5s
AdTd7s5s	AcTc7s5s	AhTh7d5d	AhTh7c5c
AhTd7h5d	AhTc7h5c	AhTd7d5h	AhTc7c5h
AdTh7h5d	AcTh7h5c	AdTh7d5h	AcTh7c5h
AdTd7h5h	AcTc7h5h	AdTd7c5c	AdTc7d5c
AdTc7c5d	AcTd7d5c	AcTd7c5d	AcTc7d5d
AsTs7h4h	AsTs7d4d	AsTs7c4c	AsTh7s4h
AsTd7s4d	AsTc7s4c	AsTh7h4s	AsTd7d4s
AsTc7c4s	AhTs7s4h	AdTs7s4d	AcTs7s4c
AhTs7h4s	AdTs7d4s	AcTs7c4s	AhTh7s4s
AdTd7s4s	AcTc7s4s	AhTh7d4d	AhTh7c4c
AhTd7h4d	AhTc7h4c	AhTd7d4h	AhTc7c4h
AdTh7h4d	AcTh7h4c	AdTh7d4h	AcTh7c4h
AdTd7h4h	AcTc7h4h	AdTd7c4c	AdTc7d4c
AdTc7c4d	AcTd7d4c	AcTd7c4d	AcTc7d4d
AsTh7s3h	AsTd7s3d	AsTc7s3c	AsTh7h3s
AsTd7d3s	AsTc7c3s	AhTs7s3h	AdTs7s3d
AcTs7s3c	AhTs7h3s	AdTs7d3s	AcTs7c3s
AhTd7h3d	AhTc7h3c	AhTd7d3h	AhTc7c3h
AdTh7h3d	AcTh7h3c	AdTh7d3h	AcTh7c3h
AdTc7d3c	AdTc7c3d	AcTd7d3c	AcTd7c3d
AsTs6h5h	AsTs6d5d	AsTs6c5c	AsTh6s5h
AsTd6s5d	AsTc6s5c	AsTh6h5s	AsTd6d5s
AsTc6c5s	AhTs6s5h	AdTs6s5d	AcTs6s5c
AhTs6h5s	AdTs6d5s	AcTs6c5s	AhTh6s5s
AdTd6s5s	AcTc6s5s	AhTh6d5d	AhTh6c5c
AhTd6h5d	AhTc6h5c	AhTd6d5h	AhTc6c5h
AdTh6h5d	AcTh6h5c	AdTh6d5h	AcTh6c5h
AdTd6h5h	AcTc6h5h	AdTd6c5c	AdTc6d5c
AdTc6c5d	AcTd6d5c	AcTd6c5d	AcTc6d5d
AsTs6h4h	AsTs6d4d	AsTs6c4c	AsTh6s4h
AsTd6s4d	AsTc6s4c	AsTh6h4s	AsTd6d4s
AsTc6c4s	AhTs6s4h	AdTs6s4d	AcTs6s4c
AhTs6h4s	AdTs6d4s	AcTs6c4s	AhTh6s4s
AdTd6s4s	AcTc6s4s	AhTh6d4d	AhTh6c4c
AhTd6h4d	AhTc6h4c	AhTd6d4h	AhTc6c4h
AdTh6h4d	AcTh6h4c	AdTh6d4h	AcTh6c4h
AdTd6h4h	AcTc6h4h	AdTd6c4c	AdTc6d4c
AdTc6c4d	AcTd6d4c	AcTd6c4d	AcTc6d4d
AsTs5h4h	AsTs5d4d	AsTs5c4c	AsTh5s4h
AsTd5s4d	AsTc5s4c	AsTh5h4s	AsTd5d4s
AsTc5c4s	AhTs5s4h	AdTs5s4d	AcTs5s4c
AhTs5h4s	AdTs5d4s	AcTs5c4s	AhTh5s4s
AdTd5s4s	AcTc5s4s	AhTh5d4d	AhTh5c4c
AhTd5h4d	AhTc5h4c	AhTd5d4h	AhTc5c4h
AdTh5h4d	AcTh5h4c	AdTh5d4h	AcTh5c4h
AdTd5h4h	AcTc5h4h	AdTd5c4c	AdTc5d4c
AdTc5c4d	AcTd5d4c	AcTd5c4d	AcTc5d4d
As9s9h8h	As9s9d8d	As9s9c8c	Ah9s9h8s
Ad9s9d8s	Ac9s9c8s	Ah9h9d8d	Ah9h9c8c
Ad9h9d8h	Ac9h9c8h	Ad9d9c8c	Ac9d9c8d
As9s9h7h	As9s9d7d	As9s9c7c	Ah9s9h7s
Ad9s9d7s	Ac9s9c7s	Ah9h9d7d	Ah9h9c7c
Ad9h9d7h	Ac9h9c7h	Ad9d9c7c	Ac9d9c7d
As9h8s8h	As9d8s8d	As9c8s8c	Ah9s8s8h
Ad9s8s8d	Ac9s8s8c	Ah9d8h8d	Ah9c8h8c
Ad9h8h8d	Ac9h8h8c	Ad9c8d8c	Ac9d8d8c
As9s8h7h	As9s8d7d	As9s8c7c	As9h8s7h
As9d8s7d	As9c8s7c	As9h8h7s	As9d8d7s
As9c8c7s	Ah9s8s7h	Ad9s8s7d	Ac9s8s7c
Ah9s8h7s	Ad9s8d7s	Ac9s8c7s	Ah9h8s7s
Ad9d8s7s	Ac9c8s7s	Ah9h8d7d	Ah9h8c7c
Ah9d8h7d	Ah9c8h7c	Ah9d8d7h	Ah9c8c7h
Ad9h8h7d	Ac9h8h7c	Ad9h8d7h	Ac9h8c7h
Ad9d8h7h	Ac9c8h7h	Ad9d8c7c	Ad9c8d7c
Ad9c8c7d	Ac9d8d7c	Ac9d8c7d	Ac9c8d7d
As9s8h6h	As9s8d6d	As9s8c6c	As9h8s6h
As9d8s6d	As9c8s6c	As9h8h6s	As9d8d6s
As9c8c6s	Ah9s8s6h	Ad9s8s6d	Ac9s8s6c
Ah9s8h6s	Ad9s8d6s	Ac9s8c6s	Ah9h8s6s
Ad9d8s6s	Ac9c8s6s	Ah9h8d6d	Ah9h8c6c
Ah9d8h6d	Ah9c8h6c	Ah9d8d6h	Ah9c8c6h
Ad9h8h6d	Ac9h8h6c	Ad9h8d6h	Ac9h8c6h
Ad9d8h6h	Ac9c8h6h	Ad9d8c6c	Ad9c8d6c
Ad9c8c6d	Ac9d8d6c	Ac9d8c6d	Ac9c8d6d
As9s8h5h	As9s8d5d	As9s8c5c	As9h8s5h
As9d8s5d	As9c8s5c	As9h8h5s	As9d8d5s
As9c8c5s	Ah9s8s5h	Ad9s8s5d	Ac9s8s5c
Ah9s8h5s	Ad9s8d5s	Ac9s8c5s	Ah9h8s5s
Ad9d8s5s	Ac9c8s5s	Ah9h8d5d	Ah9h8c5c
Ah9d8h5d	Ah9c8h5c	Ah9d8d5h	Ah9c8c5h
Ad9h8h5d	Ac9h8h5c	Ad9h8d5h	Ac9h8c5h
Ad9d8h5h	Ac9c8h5h	Ad9d8c5c	Ad9c8d5c
Ad9c8c5d	Ac9d8d5c	Ac9d8c5d	Ac9c8d5d
As9s7h6h	As9s7d6d	As9s7c6c	As9h7s6h
As9d7s6d	As9c7s6c	As9h7h6s	As9d7d6s
As9c7c6s	Ah9s7s6h	Ad9s7s6d	Ac9s7s6c
Ah9s7h6s	Ad9s7d6s	Ac9s7c6s	Ah9h7s6s
Ad9d7s6s	Ac9c7s6s	Ah9h7d6d	Ah9h7c6c
Ah9d7h6d	Ah9c7h6c	Ah9d7d6h	Ah9c7c6h
Ad9h7h6d	Ac9h7h6c	Ad9h7d6h	Ac9h7c6h
Ad9d7h6h	Ac9c7h6h	Ad9d7c6c	Ad9c7d6c
Ad9c7c6d	Ac9d7d6c	Ac9d7c6d	Ac9c7d6d
As9s7h5h	As9s7d5d	As9s7c5c	As9h7s5h
As9d7s5d	As9c7s5c	As9h7h5s	As9d7d5s
As9c7c5s	Ah9s7s5h	Ad9s7s5d	Ac9s7s5c
Ah9s7h5s	Ad9s7d5s	Ac9s7c5s	Ah9h7s5s
Ad9d7s5s	Ac9c7s5s	Ah9h7d5d	Ah9h7c5c
Ah9d7h5d	Ah9c7h5c	Ah9d7d5h	Ah9c7c5h
Ad9h7h5d	Ac9h7h5c	Ad9h7d5h	Ac9h7c5h
Ad9d7h5h	Ac9c7h5h	Ad9d7c5c	Ad9c7d5c
Ad9c7c5d	Ac9d7d5c	Ac9d7c5d	Ac9c7d5d
As8s8h7h	As8s8d7d	As8s8c7c	Ah8s8h7s
Ad8s8d7s	Ac8s8c7s	Ah8h8d7d	Ah8h8c7c
Ad8h8d7h	Ac8h8c7h	Ad8d8c7c	Ac8d8c7d
As8h7s7h	As8d7s7d	As8c7s7c	Ah8s7s7h
Ad8s7s7d	Ac8s7s7c	Ah8d7h7d	Ah8c7h7c
Ad8h7h7d	Ac8h7h7c	Ad8c7d7c	Ac8d7d7c
As8s7h6h	As8s7d6d	As8s7c6c	As8h7s6h
As8d7s6d	As8c7s6c	As8h7h6s	As8d7d6s
As8c7c6s	Ah8s7s6h	Ad8s7s6d	Ac8s7s6c
Ah8s7h6s	Ad8s7d6s	Ac8s7c6s	Ah8h7s6s
Ad8d7s6s	Ac8c7s6s	Ah8h7d6d	Ah8h7c6c
Ah8d7h6d	Ah8c7h6c	Ah8d7d6h	Ah8c7c6h
Ad8h7h6d	Ac8h7h6c	Ad8h7d6h	Ac8h7c6h
Ad8d7h6h	Ac8c7h6h	Ad8d7c6c	Ad8c7d6c
Ad8c7c6d	Ac8d7d6c	Ac8d7c6d	Ac8c7d6d
As8s7h5h	As8s7d5d	As8s7c5c	As8h7s5h
As8d7s5d	As8c7s5c	As8h7h5s	As8d7d5s
As8c7c5s	Ah8s7s5h	Ad8s7s5d	Ac8s7s5c
Ah8s7h5s	Ad8s7d5s	Ac8s7c5s	Ah8h7s5s
Ad8d7s5s	Ac8c7s5s	Ah8h7d5d	Ah8h7c5c
Ah8d7h5d	Ah8c7h5c	Ah8d7d5h	Ah8c7c5h
Ad8h7h5d	Ac8h7h5c	Ad8h7d5h	Ac8h7c5h
Ad8d7h5h	Ac8c7h5h	Ad8d7c5c	Ad8c7d5c
Ad8c7c5d	Ac8d7d5c	Ac8d7c5d	Ac8c7d5d
As8s7h4h	As8s7d4d	As8s7c4c	As8h7s4h
As8d7s4d	As8c7s4c	As8h7h4s	As8d7d4s
As8c7c4s	Ah8s7s4h	Ad8s7s4d	Ac8s7s4c
Ah8s7h4s	Ad8s7d4s	Ac8s7c4s	Ah8h7s4s
Ad8d7s4s	Ac8c7s4s	Ah8h7d4d	Ah8h7c4c
Ah8d7h4d	Ah8c7h4c	Ah8d7d4h	Ah8c7c4h
Ad8h7h4d	Ac8h7h4c	Ad8h7d4h	Ac8h7c4h
Ad8d7h4h	Ac8c7h4h	Ad8d7c4c	Ad8c7d4c
Ad8c7c4d	Ac8d7d4c	Ac8d7c4d	Ac8c7d4d
As8s6h5h	As8s6d5d	As8s6c5c	As8h6s5h
As8d6s5d	As8c6s5c	As8h6h5s	As8d6d5s
As8c6c5s	Ah8s6s5h	Ad8s6s5d	Ac8s6s5c
Ah8s6h5s	Ad8s6d5s	Ac8s6c5s	Ah8h6s5s
Ad8d6s5s	Ac8c6s5s	Ah8h6d5d	Ah8h6c5c
Ah8d6h5d	Ah8c6h5c	Ah8d6d5h	Ah8c6c5h
Ad8h6h5d	Ac8h6h5c	Ad8h6d5h	Ac8h6c5h
Ad8d6h5h	Ac8c6h5h	Ad8d6c5c	Ad8c6d5c
Ad8c6c5d	Ac8d6d5c	Ac8d6c5d	Ac8c6d5d
As7s6h5h	As7s6d5d	As7s6c5c	As7h6s5h
As7d6s5d	As7c6s5c	As7h6h5s	As7d6d5s
As7c6c5s	Ah7s6s5h	Ad7s6s5d	Ac7s6s5c
Ah7s6h5s	Ad7s6d5s	Ac7s6c5s	Ah7h6s5s
Ad7d6s5s	Ac7c6s5s	Ah7h6d5d	Ah7h6c5c
Ah7d6h5d	Ah7c6h5c	Ah7d6d5h	Ah7c6c5h
Ad7h6h5d	Ac7h6h5c	Ad7h6d5h	Ac7h6c5h
Ad7d6h5h	Ac7c6h5h	Ad7d6c5c	Ad7c6d5c
Ad7c6c5d	Ac7d6d5c	Ac7d6c5d	Ac7c6d5d
As7s5h4h	As7s5d4d	As7s5c4c	As7h5s4h
As7d5s4d	As7c5s4c	As7h5h4s	As7d5d4s
As7c5c4s	Ah7s5s4h	Ad7s5s4d	Ac7s5s4c
Ah7s5h4s	Ad7s5d4s	Ac7s5c4s	Ah7h5s4s
