AsAhKsKh	AsAhKsKd	AsAhKsKc	AsAdKsKh
KsKhQdJh	KsKhQcJh	KsKhQdJd	KsKhQcJc
KsKdQhJh	KsKcQhJh	KsKdQhJd	KsKcQhJc
KsKdQdJh	KsKcQcJh	KsKdQdJd	KsKdQdJc
KsKdQcJd	KsKdQcJc	KsKcQdJd	KsKcQdJc
KsKcQcJd	KsKcQcJc	KhKdQsJs	KhKcQsJs
KdKcQsJs	KhKdQsJh	KhKcQsJh	KhKdQsJd
KhKcQsJc	KdKcQsJd	KdKcQsJc	KhKdQhJs
KhKcQhJs	KhKdQdJs	KhKcQcJs	KdKcQdJs
KdKcQcJs	KhKdQhJh	KhKcQhJh	KhKdQhJd
KhKdQhJc	KhKcQhJd	KhKcQhJc	KhKdQdJh
KhKdQcJh	KhKcQdJh	KhKcQcJh	KhKdQdJd
KhKdQdJc	KhKdQcJd	KhKdQcJc	KhKcQdJd
KhKcQdJc	KhKcQcJd	KhKcQcJc	KdKcQhJh
KdKcQhJd	KdKcQhJc	KdKcQdJh	KdKcQcJh
KdKcQdJd	KdKcQdJc	KdKcQcJd	KdKcQcJc
KsKhQsTs	KsKdQsTs	KsKcQsTs	KsKhQsTh
KsKhQsTd	KsKhQsTc	KsKdQsTh	KsKcQsTh
KsKdQsTd	KsKdQsTc	KsKcQsTd	KsKcQsTc
KsKhQhTs	KsKhQdTs	KsKhQcTs	KsKdQhTs
KsKcQhTs	KsKdQdTs	KsKdQcTs	KsKcQdTs
KsKcQcTs	KsKhQhTh	KsKhQhTd	KsKhQhTc
KsKhQdTh	KsKhQcTh	KsKhQdTd	KsKhQcTc
KsKdQhTh	KsKcQhTh	KsKdQhTd	KsKcQhTc
KsKdQdTh	KsKcQcTh	KsKdQdTd	KsKdQdTc
KsKdQcTd	KsKdQcTc	KsKcQdTd	KsKcQdTc
KsKcQcTd	KsKcQcTc	KhKdQsTs	KhKcQsTs
KdKcQsTs	KhKdQsTh	KhKcQsTh	KhKdQsTd
KhKcQsTc	KdKcQsTd	KdKcQsTc	KhKdQhTs
KhKcQhTs	KhKdQdTs	KhKcQcTs	KdKcQdTs
KdKcQcTs	KhKdQhTh	KhKcQhTh	KhKdQhTd
KhKdQhTc	KhKcQhTd	KhKcQhTc	KhKdQdTh
KhKdQcTh	KhKcQdTh	KhKcQcTh	KhKdQdTd
KhKdQdTc	KhKdQcTd	KhKdQcTc	KhKcQdTd
KhKcQdTc	KhKcQcTd	KhKcQcTc	KdKcQhTh
KdKcQhTd	KdKcQhTc	KdKcQdTh	KdKcQcTh
KdKcQdTd	KdKcQdTc	KdKcQcTd	KdKcQcTc
KsKhQs9h	KsKdQs9d	KsKcQs9c	KsKhQh9s
KsKdQd9s	KsKcQc9s	KhKdQh9d	KhKcQh9c
KhKdQd9h	KhKcQc9h	KdKcQd9c	KdKcQc9d
KsKhQs8h	KsKdQs8d	KsKcQs8c	KsKhQh8s
KsKdQd8s	KsKcQc8s	KhKdQh8d	KhKcQh8c
KhKdQd8h	KhKcQc8h	KdKcQd8c	KdKcQc8d
KsKhQs7h	KsKdQs7d	KsKcQs7c	KsKhQh7s
KsKdQd7s	KsKcQc7s	KhKdQh7d	KhKcQh7c
KhKdQd7h	KhKcQc7h	KdKcQd7c	KdKcQc7d
KsKhQs6h	KsKdQs6d	KsKcQs6c	KsKhQh6s
KsKdQd6s	KsKcQc6s	KhKdQh6d	KhKcQh6c
KhKdQd6h	KhKcQc6h	KdKcQd6c	KdKcQc6d
KsKhQs5h	KsKdQs5d	KsKcQs5c	KsKhQh5s
KsKdQd5s	KsKcQc5s	KhKdQh5d	KhKcQh5c
KhKdQd5h	KhKcQc5h	KdKcQd5c	KdKcQc5d
KsKhQs4h	KsKdQs4d	KsKcQs4c	KsKhQh4s
KsKdQd4s	KsKcQc4s	KhKdQh4d	KhKcQh4c
KhKdQd4h	KhKcQc4h	KdKcQd4c	KdKcQc4d
KsKhQs3h	KsKdQs3d	KsKcQs3c	KsKhQh3s
KsKdQd3s	KsKcQc3s	KhKdQh3d	KhKcQh3c
KhKdQd3h	KhKcQc3h	KdKcQd3c	KdKcQc3d
KsKhQs2h	KsKdQs2d	KsKcQs2c	KsKhQh2s
KsKdQd2s	KsKcQc2s	KhKdQh2d	KhKcQh2c
KhKdQd2h	KhKcQc2h	KdKcQd2c	KdKcQc2d
KsKhJsJh	KsKhJsJd	KsKhJsJc	KsKdJsJh
KsKcJsJh	KsKdJsJd	KsKdJsJc	KsKcJsJd
KsKcJsJc	KsKhJhJd	KsKhJhJc	KsKdJhJd
KsKcJhJc	KsKdJdJc	KsKcJdJc	KhKdJsJh
KhKcJsJh	KhKdJsJd	KhKcJsJc	KdKcJsJd
KdKcJsJc	KhKdJhJd	KhKdJhJc	KhKcJhJd
KhKcJhJc	KhKdJdJc	KhKcJdJc	KdKcJhJd
KdKcJhJc	KdKcJdJc	KsKhJsTs	KsKdJsTs
KsKcJsTs	KsKhJsTh	KsKhJsTd	KsKhJsTc
KsKdJsTh	KsKcJsTh	KsKdJsTd	KsKdJsTc
KsKcJsTd	KsKcJsTc	KsKhJhTs	KsKhJdTs
KsKhJcTs	KsKdJhTs	KsKcJhTs	KsKdJdTs
KsKdJcTs	KsKcJdTs	KsKcJcTs	KsKhJhTh
KsKhJhTd	KsKhJhTc	KsKhJdTh	KsKhJcTh
KsKhJdTd	KsKhJcTc	KsKdJhTh	KsKcJhTh
KsKdJhTd	KsKcJhTc	KsKdJdTh	KsKcJcTh
KsKdJdTd	KsKdJdTc	KsKdJcTd	KsKdJcTc
KsKcJdTd	KsKcJdTc	KsKcJcTd	KsKcJcTc
KhKdJsTs	KhKcJsTs	KdKcJsTs	KhKdJsTh
KhKcJsTh	KhKdJsTd	KhKcJsTc	KdKcJsTd
KdKcJsTc	KhKdJhTs	KhKcJhTs	KhKdJdTs
KhKcJcTs	KdKcJdTs	KdKcJcTs	KhKdJhTh
KhKcJhTh	KhKdJhTd	KhKdJhTc	KhKcJhTd
KhKcJhTc	KhKdJdTh	KhKdJcTh	KhKcJdTh
KhKcJcTh	KhKdJdTd	KhKdJdTc	KhKdJcTd
KhKdJcTc	KhKcJdTd	KhKcJdTc	KhKcJcTd
KhKcJcTc	KdKcJhTh	KdKcJhTd	KdKcJhTc
KdKcJdTh	KdKcJcTh	KdKcJdTd	KdKcJdTc
KdKcJcTd	KdKcJcTc	KsKhJs9s	KsKdJs9s
KsKcJs9s	KsKhJs9h	KsKhJs9d	KsKhJs9c
KsKdJs9h	KsKcJs9h	KsKdJs9d	KsKdJs9c
KsKcJs9d	KsKcJs9c	KsKhJh9s	KsKhJd9s
KsKhJc9s	KsKdJh9s	KsKcJh9s	KsKdJd9s
KsKdJc9s	KsKcJd9s	KsKcJc9s	KsKhJh9h
KsKhJh9d	KsKhJh9c	KsKhJd9h	KsKhJc9h
KsKhJd9d	KsKhJc9c	KsKdJh9h	KsKcJh9h
KsKdJh9d	KsKcJh9c	KsKdJd9h	KsKcJc9h
KsKdJd9d	KsKdJd9c	KsKdJc9d	KsKdJc9c
KsKcJd9d	KsKcJd9c	KsKcJc9d	KsKcJc9c
KhKdJs9s	KhKcJs9s	KdKcJs9s	KhKdJs9h
KhKcJs9h	KhKdJs9d	KhKcJs9c	KdKcJs9d
KdKcJs9c	KhKdJh9s	KhKcJh9s	KhKdJd9s
KhKcJc9s	KdKcJd9s	KdKcJc9s	KhKdJh9h
KhKcJh9h	KhKdJh9d	KhKdJh9c	KhKcJh9d
KhKcJh9c	KhKdJd9h	KhKdJc9h	KhKcJd9h
KhKcJc9h	KhKdJd9d	KhKdJd9c	KhKdJc9d
KhKdJc9c	KhKcJd9d	KhKcJd9c	KhKcJc9d
KhKcJc9c	KdKcJh9h	KdKcJh9d	KdKcJh9c
KdKcJd9h	KdKcJc9h	KdKcJd9d	KdKcJd9c
KdKcJc9d	KdKcJc9c	KsKhJs8h	KsKdJs8d
KsKcJs8c	KsKhJh8s	KsKdJd8s	KsKcJc8s
KhKdJh8d	KhKcJh8c	KhKdJd8h	KhKcJc8h
KdKcJd8c	KdKcJc8d	KsKhJs7h	KsKdJs7d
KsKcJs7c	KsKhJh7s	KsKdJd7s	KsKcJc7s
KhKdJh7d	KhKcJh7c	KhKdJd7h	KhKcJc7h
KdKcJd7c	KdKcJc7d	KsKhJs6h	KsKdJs6d
KsKcJs6c	KsKhJh6s	KsKdJd6s	KsKcJc6s
KhKdJh6d	KhKcJh6c	KhKdJd6h	KhKcJc6h
KdKcJd6c	KdKcJc6d	KsKhJs5h	KsKdJs5d
KsKcJs5c	KsKhJh5s	KsKdJd5s	KsKcJc5s
KhKdJh5d	KhKcJh5c	KhKdJd5h	KhKcJc5h
KdKcJd5c	KdKcJc5d	KsKhJs4h	KsKdJs4d
KsKcJs4c	KsKhJh4s	KsKdJd4s	KsKcJc4s
KhKdJh4d	KhKcJh4c	KhKdJd4h	KhKcJc4h
KdKcJd4c	KdKcJc4d	KsKhJs3h	KsKdJs3d
KsKcJs3c	KsKhJh3s	KsKdJd3s	KsKcJc3s
KhKdJh3d	KhKcJh3c	KhKdJd3h	KhKcJc3h
KdKcJd3c	KdKcJc3d	KsKhJs2h	KsKdJs2d
KsKcJs2c	KsKhJh2s	KsKdJd2s	KsKcJc2s
KhKdJh2d	KhKcJh2c	KhKdJd2h	KhKcJc2h
KdKcJd2c	KdKcJc2d	KsKhTsTh	KsKhTsTd
KsKhTsTc	KsKdTsTh	KsKcTsTh	KsKdTsTd
KsKdTsTc	KsKcTsTd	KsKcTsTc	KsKhThTd
KsKhThTc	KsKdThTd	KsKcThTc	KsKdTdTc
KsKcTdTc	KhKdTsTh	KhKcTsTh	KhKdTsTd
KhKcTsTc	KdKcTsTd	KdKcTsTc	KhKdThTd
KhKdThTc	KhKcThTd	KhKcThTc	KhKdTdTc
KhKcTdTc	KdKcThTd	KdKcThTc	KdKcTdTc
KsKhTs9s	KsKdTs9s	KsKcTs9s	KsKhTs9h
KsKhTs9d	KsKhTs9c	KsKdTs9h	KsKcTs9h
KsKdTs9d	KsKdTs9c	KsKcTs9d	KsKcTs9c
KsKhTh9s	KsKhTd9s	KsKhTc9s	KsKdTh9s
KsKcTh9s	KsKdTd9s	KsKdTc9s	KsKcTd9s
KsKcTc9s	KsKhTh9h	KsKhTh9d	KsKhTh9c
KsKhTd9h	KsKhTc9h	KsKhTd9d	KsKhTc9c
KsKdTh9h	KsKcTh9h	KsKdTh9d	KsKcTh9c
KsKdTd9h	KsKcTc9h	KsKdTd9d	KsKdTd9c
KsKdTc9d	KsKdTc9c	KsKcTd9d	KsKcTd9c
KsKcTc9d	KsKcTc9c	KhKdTs9s	KhKcTs9s
KdKcTs9s	KhKdTs9h	KhKcTs9h	KhKdTs9d
KhKcTs9c	KdKcTs9d	KdKcTs9c	KhKdTh9s
KhKcTh9s	KhKdTd9s	KhKcTc9s	KdKcTd9s
KdKcTc9s	KhKdTh9h	KhKcTh9h	KhKdTh9d
KhKdTh9c	KhKcTh9d	KhKcTh9c	KhKdTd9h
KhKdTc9h	KhKcTd9h	KhKcTc9h	KhKdTd9d
KhKdTd9c	KhKdTc9d	KhKdTc9c	KhKcTd9d
KhKcTd9c	KhKcTc9d	KhKcTc9c	KdKcTh9h
KdKcTh9d	KdKcTh9c	KdKcTd9h	KdKcTc9h
KdKcTd9d	KdKcTd9c	KdKcTc9d	KdKcTc9c
KsKhTs8s	KsKdTs8s	KsKcTs8s	KsKhTs8h
KsKhTs8d	KsKhTs8c	KsKdTs8h	KsKcTs8h
KsKdTs8d	KsKdTs8c	KsKcTs8d	KsKcTs8c
KsKhTh8s	KsKhTd8s	KsKhTc8s	KsKdTh8s
KsKcTh8s	KsKdTd8s	KsKdTc8s	KsKcTd8s
KsKcTc8s	KsKhTh8h	KsKhTh8d	KsKhTh8c
KsKhTd8h	KsKhTc8h	KsKhTd8d	KsKhTc8c
KsKdTh8h	KsKcTh8h	KsKdTh8d	KsKcTh8c
KsKdTd8h	KsKcTc8h	KsKdTd8d	KsKdTd8c
KsKdTc8d	KsKdTc8c	KsKcTd8d	KsKcTd8c
KsKcTc8d	KsKcTc8c	KhKdTs8s	KhKcTs8s
KdKcTs8s	KhKdTs8h	KhKcTs8h	KhKdTs8d
KhKcTs8c	KdKcTs8d	KdKcTs8c	KhKdTh8s
KhKcTh8s	KhKdTd8s	KhKcTc8s	KdKcTd8s
KdKcTc8s	KhKdTh8h	KhKcTh8h	KhKdTh8d
KhKdTh8c	KhKcTh8d	KhKcTh8c	KhKdTd8h
KhKdTc8h	KhKcTd8h	KhKcTc8h	KhKdTd8d
KhKdTd8c	KhKdTc8d	KhKdTc8c	KhKcTd8d
KhKcTd8c	KhKcTc8d	KhKcTc8c	KdKcTh8h
KdKcTh8d	KdKcTh8c	KdKcTd8h	KdKcTc8h
KdKcTd8d	KdKcTd8c	KdKcTc8d	KdKcTc8c
KsKhTs7h	KsKdTs7d	KsKcTs7c	KsKhTh7s
KsKdTd7s	KsKcTc7s	KhKdTh7d	KhKcTh7c
KhKdTd7h	KhKcTc7h	KdKcTd7c	KdKcTc7d
KsKhTs6h	KsKdTs6d	KsKcTs6c	KsKhTh6s
KsKdTd6s	KsKcTc6s	KhKdTh6d	KhKcTh6c
KhKdTd6h	KhKcTc6h	KdKcTd6c	KdKcTc6d
KsKhTs5h	KsKdTs5d	KsKcTs5c	KsKhTh5s
KsKdTd5s	KsKcTc5s	KhKdTh5d	KhKcTh5c
KhKdTd5h	KhKcTc5h	KdKcTd5c	KdKcTc5d
KsKhTs4h	KsKdTs4d	KsKcTs4c	KsKhTh4s
KsKdTd4s	KsKcTc4s	KhKdTh4d	KhKcTh4c
KhKdTd4h	KhKcTc4h	KdKcTd4c	KdKcTc4d
KsKhTs3h	KsKdTs3d	KsKcTs3c	KsKhTh3s
KsKdTd3s	KsKcTc3s	KhKdTh3d	KhKcTh3c
KhKdTd3h	KhKcTc3h	KdKcTd3c	KdKcTc3d
KsKhTs2h	KsKdTs2d	KsKcTs2c	KsKhTh2s
KsKdTd2s	KsKcTc2s	KhKdTh2d	KhKcTh2c
KhKdTd2h	KhKcTc2h	KdKcTd2c	KdKcTc2d
KsKh9s9h	KsKh9s9d	KsKh9s9c	KsKd9s9h
KsKc9s9h	KsKd9s9d	KsKd9s9c	KsKc9s9d
KsKc9s9c	KsKh9h9d	KsKh9h9c	KsKd9h9d
KsKc9h9c	KsKd9d9c	KsKc9d9c	KhKd9s9h
KhKc9s9h	KhKd9s9d	KhKc9s9c	KdKc9s9d
KdKc9s9c	KhKd9h9d	KhKd9h9c	KhKc9h9d
KhKc9h9c	KhKd9d9c	KhKc9d9c	KdKc9h9d
KdKc9h9c	KdKc9d9c	KsKh9s8s	KsKd9s8s
KsKc9s8s	KsKh9s8h	KsKh9s8d	KsKh9s8c
KsKd9s8h	KsKc9s8h	KsKd9s8d	KsKd9s8c
KsKc9s8d	KsKc9s8c	KsKh9h8s	KsKh9d8s
KsKh9c8s	KsKd9h8s	KsKc9h8s	KsKd9d8s
KsKd9c8s	KsKc9d8s	KsKc9c8s	KsKh9h8h
KsKh9h8d	KsKh9h8c	KsKh9d8h	KsKh9c8h
KsKh9d8d	KsKh9c8c	KsKd9h8h	KsKc9h8h
KsKd9h8d	KsKc9h8c	KsKd9d8h	KsKc9c8h
KsKd9d8d	KsKd9d8c	KsKd9c8d	KsKd9c8c
KsKc9d8d	KsKc9d8c	KsKc9c8d	KsKc9c8c
KhKd9s8s	KhKc9s8s	KdKc9s8s	KhKd9s8h
KhKc9s8h	KhKd9s8d	KhKc9s8c	KdKc9s8d
KdKc9s8c	KhKd9h8s	KhKc9h8s	KhKd9d8s
KhKc9c8s	KdKc9d8s	KdKc9c8s	KhKd9h8h
KhKc9h8h	KhKd9h8d	KhKd9h8c	KhKc9h8d
KhKc9h8c	KhKd9d8h	KhKd9c8h	KhKc9d8h
KhKc9c8h	KhKd9d8d	KhKd9d8c	KhKd9c8d
KhKd9c8c	KhKc9d8d	KhKc9d8c	KhKc9c8d
KhKc9c8c	KdKc9h8h	KdKc9h8d	KdKc9h8c
KdKc9d8h	KdKc9c8h	KdKc9d8d	KdKc9d8c
KdKc9c8d	KdKc9c8c	KsKh9s7s	KsKd9s7s
KsKc9s7s	KsKh9s7h	KsKh9s7d	KsKh9s7c
KsKd9s7h	KsKc9s7h	KsKd9s7d	KsKd9s7c
KsKc9s7d	KsKc9s7c	KsKh9h7s	KsKh9d7s
KsKh9c7s	KsKd9h7s	KsKc9h7s	KsKd9d7s
KsKd9c7s	KsKc9d7s	KsKc9c7s	KsKh9h7h
KsKh9h7d	KsKh9h7c	KsKh9d7h	KsKh9c7h
KsKh9d7d	KsKh9c7c	KsKd9h7h	KsKc9h7h
KsKd9h7d	KsKc9h7c	KsKd9d7h	KsKc9c7h
KsKd9d7d	KsKd9d7c	KsKd9c7d	KsKd9c7c
KsKc9d7d	KsKc9d7c	KsKc9c7d	KsKc9c7c
KhKd9s7s	KhKc9s7s	KdKc9s7s	KhKd9s7h
KhKc9s7h	KhKd9s7d	KhKc9s7c	KdKc9s7d
KdKc9s7c	KhKd9h7s	KhKc9h7s	KhKd9d7s
KhKc9c7s	KdKc9d7s	KdKc9c7s	KhKd9h7h
KhKc9h7h	KhKd9h7d	KhKd9h7c	KhKc9h7d
KhKc9h7c	KhKd9d7h	KhKd9c7h	KhKc9d7h
KhKc9c7h	KhKd9d7d	KhKd9d7c	KhKd9c7d
KhKd9c7c	KhKc9d7d	KhKc9d7c	KhKc9c7d
KhKc9c7c	KdKc9h7h	KdKc9h7d	KdKc9h7c
KdKc9d7h	KdKc9c7h	KdKc9d7d	KdKc9d7c
KdKc9c7d	KdKc9c7c	KsKh9s6h	KsKd9s6d
KsKc9s6c	KsKh9h6s	KsKd9d6s	KsKc9c6s
KhKd9h6d	KhKc9h6c	KhKd9d6h	KhKc9c6h
KdKc9d6c	KdKc9c6d	KsKh9s5h	KsKd9s5d
KsKc9s5c	KsKh9h5s	KsKd9d5s	KsKc9c5s
KhKd9h5d	KhKc9h5c	KhKd9d5h	KhKc9c5h
KdKc9d5c	KdKc9c5d	KsKh9s4h	KsKd9s4d
KsKc9s4c	KsKh9h4s	KsKd9d4s	KsKc9c4s
KhKd9h4d	KhKc9h4c	KhKd9d4h	KhKc9c4h
KdKc9d4c	KdKc9c4d	KsKh9s3h	KsKd9s3d
KsKc9s3c	KsKh9h3s	KsKd9d3s	KsKc9c3s
KhKd9h3d	KhKc9h3c	KhKd9d3h	KhKc9c3h
KdKc9d3c	KdKc9c3d	KsKh9s2h	KsKd9s2d
KsKc9s2c	KsKh9h2s	KsKd9d2s	KsKc9c2s
KhKd9h2d	KhKc9h2c	KhKd9d2h	KhKc9c2h
KdKc9d2c	KdKc9c2d	KsKh8s8h	KsKh8s8d
KsKh8s8c	KsKd8s8h	KsKc8s8h	KsKd8s8d
KsKd8s8c	KsKc8s8d	KsKc8s8c	KsKh8h8d
KsKh8h8c	KsKd8h8d	KsKc8h8c	KsKd8d8c
KsKc8d8c	KhKd8s8h	KhKc8s8h	KhKd8s8d
KhKc8s8c	KdKc8s8d	KdKc8s8c	KhKd8h8d
KhKd8h8c	KhKc8h8d	KhKc8h8c	KhKd8d8c
KhKc8d8c	KdKc8h8d	KdKc8h8c	KdKc8d8c
KsKh8s7s	KsKd8s7s	KsKc8s7s	KsKh8s7h
KsKh8s7d	KsKh8s7c	KsKd8s7h	KsKc8s7h
KsKd8s7d	KsKd8s7c	KsKc8s7d	KsKc8s7c
KsKh8h7s	KsKh8d7s	KsKh8c7s	KsKd8h7s
KsKc8h7s	KsKd8d7s	KsKd8c7s	KsKc8d7s
KsKc8c7s	KsKh8h7h	KsKh8h7d	KsKh8h7c
KsKh8d7h	KsKh8c7h	KsKh8d7d	KsKh8c7c
KsKd8h7h	KsKc8h7h	KsKd8h7d	KsKc8h7c
KsKd8d7h	KsKc8c7h	KsKd8d7d	KsKd8d7c
KsKd8c7d	KsKd8c7c	KsKc8d7d	KsKc8d7c
KsKc8c7d	KsKc8c7c	KhKd8s7s	KhKc8s7s
KdKc8s7s	KhKd8s7h	KhKc8s7h	KhKd8s7d
KhKc8s7c	KdKc8s7d	KdKc8s7c	KhKd8h7s
KhKc8h7s	KhKd8d7s	KhKc8c7s	KdKc8d7s
KdKc8c7s	KhKd8h7h	KhKc8h7h	KhKd8h7d
KhKd8h7c	KhKc8h7d	KhKc8h7c	KhKd8d7h
KhKd8c7h	KhKc8d7h	KhKc8c7h	KhKd8d7d
KhKd8d7c	KhKd8c7d	KhKd8c7c	KhKc8d7d
KhKc8d7c	KhKc8c7d	KhKc8c7c	KdKc8h7h
KdKc8h7d	KdKc8h7c	KdKc8d7h	KdKc8c7h
KdKc8d7d	KdKc8d7c	KdKc8c7d	KdKc8c7c
KsKh8s6s	KsKd8s6s	KsKc8s6s	KsKh8s6h
KsKh8s6d	KsKh8s6c	KsKd8s6h	KsKc8s6h
KsKd8s6d	KsKd8s6c	KsKc8s6d	KsKc8s6c
KsKh8h6s	KsKh8d6s	KsKh8c6s	KsKd8h6s
KsKc8h6s	KsKd8d6s	KsKd8c6s	KsKc8d6s
KsKc8c6s	KsKh8h6h	KsKh8h6d	KsKh8h6c
KsKh8d6h	KsKh8c6h	KsKh8d6d	KsKh8c6c
KsKd8h6h	KsKc8h6h	KsKd8h6d	KsKc8h6c
KsKd8d6h	KsKc8c6h	KsKd8d6d	KsKd8d6c
KsKd8c6d	KsKd8c6c	KsKc8d6d	KsKc8d6c
KsKc8c6d	KsKc8c6c	KhKd8s6s	KhKc8s6s
KdKc8s6s	KhKd8s6h	KhKc8s6h	KhKd8s6d
KhKc8s6c	KdKc8s6d	KdKc8s6c	KhKd8h6s
KhKc8h6s	KhKd8d6s	KhKc8c6s	KdKc8d6s
KdKc8c6s	KhKd8h6h	KhKc8h6h	KhKd8h6d
KhKd8h6c	KhKc8h6d	KhKc8h6c	KhKd8d6h
KhKd8c6h	KhKc8d6h	KhKc8c6h	KhKd8d6d
KhKd8d6c	KhKd8c6d	KhKd8c6c	KhKc8d6d
KhKc8d6c	KhKc8c6d	KhKc8c6c	KdKc8h6h
KdKc8h6d	KdKc8h6c	KdKc8d6h	KdKc8c6h
KdKc8d6d	KdKc8d6c	KdKc8c6d	KdKc8c6c
KsKh8s5h	KsKd8s5d	KsKc8s5c	KsKh8h5s
KsKd8d5s	KsKc8c5s	KhKd8h5d	KhKc8h5c
KhKd8d5h	KhKc8c5h	KdKc8d5c	KdKc8c5d
KsKh8s4h	KsKd8s4d	KsKc8s4c	KsKh8h4s
KsKd8d4s	KsKc8c4s	KhKd8h4d	KhKc8h4c
KhKd8d4h	KhKc8c4h	KdKc8d4c	KdKc8c4d
KsKh8s3h	KsKd8s3d	KsKc8s3c	KsKh8h3s
KsKd8d3s	KsKc8c3s	KhKd8h3d	KhKc8h3c
KhKd8d3h	KhKc8c3h	KdKc8d3c	KdKc8c3d
KsKh8s2h	KsKd8s2d	KsKc8s2c	KsKh8h2s
KsKd8d2s	KsKc8c2s	KhKd8h2d	KhKc8h2c
KhKd8d2h	KhKc8c2h	KdKc8d2c	KdKc8c2d
KsKh7s7h	KsKh7s7d	KsKh7s7c	KsKd7s7h
KsKc7s7h	KsKd7s7d	KsKd7s7c	KsKc7s7d
KsKc7s7c	KsKh7h7d	KsKh7h7c	KsKd7h7d
KsKc7h7c	KsKd7d7c	KsKc7d7c	KhKd7s7h
KhKc7s7h	KhKd7s7d	KhKc7s7c	KdKc7s7d
KdKc7s7c	KhKd7h7d	KhKd7h7c	KhKc7h7d
KhKc7h7c	KhKd7d7c	KhKc7d7c	KdKc7h7d
KdKc7h7c	KdKc7d7c	KsKh7s6s	KsKd7s6s
KsKc7s6s	KsKh7s6h	KsKh7s6d	KsKh7s6c
KsKd7s6h	KsKc7s6h	KsKd7s6d	KsKd7s6c
KsKc7s6d	KsKc7s6c	KsKh7h6s	KsKh7d6s
KsKh7c6s	KsKd7h6s	KsKc7h6s	KsKd7d6s
KsKd7c6s	KsKc7d6s	KsKc7c6s	KsKh7h6h
KsKh7h6d	KsKh7h6c	KsKh7d6h	KsKh7c6h
KsKh7d6d	KsKh7c6c	KsKd7h6h	KsKc7h6h
KsKd7h6d	KsKc7h6c	KsKd7d6h	KsKc7c6h
KsKd7d6d	KsKd7d6c	KsKd7c6d	KsKd7c6c
KsKc7d6d	KsKc7d6c	KsKc7c6d	KsKc7c6c
KhKd7s6s	KhKc7s6s	KdKc7s6s	KhKd7s6h
KhKc7s6h	KhKd7s6d	KhKc7s6c	KdKc7s6d
KdKc7s6c	KhKd7h6s	KhKc7h6s	KhKd7d6s
KhKc7c6s	KdKc7d6s	KdKc7c6s	KhKd7h6h
KhKc7h6h	KhKd7h6d	KhKd7h6c	KhKc7h6d
KhKc7h6c	KhKd7d6h	KhKd7c6h	KhKc7d6h
KhKc7c6h	KhKd7d6d	KhKd7d6c	KhKd7c6d
KhKd7c6c	KhKc7d6d	KhKc7d6c	KhKc7c6d
KhKc7c6c	KdKc7h6h	KdKc7h6d	KdKc7h6c
KdKc7d6h	KdKc7c6h	KdKc7d6d	KdKc7d6c
KdKc7c6d	KdKc7c6c	KsKh7s5s	KsKd7s5s
KsKc7s5s	KsKh7s5h	KsKh7s5d	KsKh7s5c
KsKd7s5h	KsKc7s5h	KsKd7s5d	KsKd7s5c
KsKc7s5d	KsKc7s5c	KsKh7h5s	KsKh7d5s
KsKh7c5s	KsKd7h5s	KsKc7h5s	KsKd7d5s
KsKd7c5s	KsKc7d5s	KsKc7c5s	KsKh7h5h
KsKh7h5d	KsKh7h5c	KsKh7d5h	KsKh7c5h
KsKh7d5d	KsKh7c5c	KsKd7h5h	KsKc7h5h
KsKd7h5d	KsKc7h5c	KsKd7d5h	KsKc7c5h
KsKd7d5d	KsKd7d5c	KsKd7c5d	KsKd7c5c
KsKc7d5d	KsKc7d5c	KsKc7c5d	KsKc7c5c
KhKd7s5s	KhKc7s5s	KdKc7s5s	KhKd7s5h
KhKc7s5h	KhKd7s5d	KhKc7s5c	KdKc7s5d
KdKc7s5c	KhKd7h5s	KhKc7h5s	KhKd7d5s
KhKc7c5s	KdKc7d5s	KdKc7c5s	KhKd7h5h
KhKc7h5h	KhKd7h5d	KhKd7h5c	KhKc7h5d
KhKc7h5c	KhKd7d5h	KhKd7c5h	KhKc7d5h
KhKc7c5h	KhKd7d5d	KhKd7d5c	KhKd7c5d
KhKd7c5c	KhKc7d5d	KhKc7d5c	KhKc7c5d
KhKc7c5c	KdKc7h5h	KdKc7h5d	KdKc7h5c
KdKc7d5h	KdKc7c5h	KdKc7d5d	KdKc7d5c
KdKc7c5d	KdKc7c5c	KsKh7s4h	KsKd7s4d
KsKc7s4c	KsKh7h4s	KsKd7d4s	KsKc7c4s
KhKd7h4d	KhKc7h4c	KhKd7d4h	KhKc7c4h
KdKc7d4c	KdKc7c4d	KsKh7s3h	KsKd7s3d
KsKc7s3c	KsKh7h3s	KsKd7d3s	KsKc7c3s
KhKd7h3d	KhKc7h3c	KhKd7d3h	KhKc7c3h
KdKc7d3c	KdKc7c3d	KsKh7s2h	KsKd7s2d
KsKc7s2c	KsKh7h2s	KsKd7d2s	KsKc7c2s
KhKd7h2d	KhKc7h2c	KhKd7d2h	KhKc7c2h
KdKc7d2c	KdKc7c2d	KsKh6s6h	KsKh6s6d
KsKh6s6c	KsKd6s6h	KsKc6s6h	KsKd6s6d
KsKd6s6c	KsKc6s6d	KsKc6s6c	KsKh6h6d
KsKh6h6c	KsKd6h6d	KsKc6h6c	KsKd6d6c
KsKc6d6c	KhKd6s6h	KhKc6s6h	KhKd6s6d
KhKc6s6c	KdKc6s6d	KdKc6s6c	KhKd6h6d
